goal,country,staff_pick,backers_count,usd_pledged,category,name_len_clean,blurb_len_clean,deadline_weekday,created_at_weekday,launched_at_weekday,create_to_launch_days,launch_to_deadline_days,LaunchedTuesday,DeadlineWeekend
1500,US,FALSE,0,0,Academic,9,16,Friday,Saturday,Wednesday,17,36,0,0
